feature1,feature2,feature3,feature4,feature5,feature6,target
11,22.664399418152207,0.22572741680692476,0.6539227119600389,0.9506739866095489,0.02354211264381545,52.36138690201427
11,9.923086477748788,0.7511783792675067,0.9453288925257274,0.41136256455632225,0.9291968849132461,47.62201679586812
13,23.77388304148669,0.32943901242666596,0.1528440254114889,0.9420643495795158,0.9699523424257912,54.01923445885184
9,20.343420244187882,0.5186573913591471,0.4329428046104976,0.07911179387890421,0.4340183973439704,46.03691625109254
7,20.358839875280196,0.049926427765255244,0.7135809525691835,0.17492889251717247,0.7006640222705272,39.996153700797365
13,27.537491194970194,0.23420657675086376,0.5159304062052681,0.5519872895559467,0.670350811867931,59.77982096600631
4,18.85170936135136,0.01295157373849909,0.4546291276130706,0.18023262119739625,0.8777967207749955,39.02189019544363
14,26.820520918247034,0.3602765649337817,0.10542778957646703,0.7897662461702214,0.971025611474507,54.199704954436775
14,17.929059122534454,0.8796644965064472,0.09899618249590458,0.19873077728099042,0.10558491193860375,50.511474744830956
9,22.419704404496613,0.34352402996859976,0.3148064152600869,0.5043485732479833,0.34582540988973,49.60933510093302
11,20.187543393788676,0.9211654175017718,0.7488714114322014,0.521532415654032,0.1789356619782576,49.784242989453986
3,17.845704296885284,0.8520588064435677,0.0758136108939027,0.9188477617811682,0.7496343484608211,33.75447507718134
8,21.537180491621562,0.8243569968794481,0.10691757719528794,0.7806464251641337,0.8164910869988468,42.39327989849359
14,21.008638249369845,0.4129383635576518,0.5608112468031128,0.9146367031381243,0.29505591343467596,55.34438154053779
12,21.37168688950581,0.8504166876462271,0.20021529027908802,0.8446130941563358,0.8682039650016553,50.425981090672025
7,21.712764086387168,0.2698800860792522,0.3017987637669626,0.4618459491461422,0.1213535090564436,43.86983904484417
20,11.384313537669188,0.6561793950581895,0.29295822064608323,0.019093975957346077,0.7393537454880497,64.21282574015362
7,12.345416994225896,0.5297107807044438,0.02392561111244229,0.4259003031699773,0.2660793236895148,34.06657211291164
11,16.567904361313943,0.39121561938297456,0.4660260312100267,0.37564024476905955,0.07458356878180317,51.19256063191402
3,28.80668224314324,0.8150394818828486,0.2160507042115698,0.5068452359195065,0.6139758502695946,31.060333050798334
7,22.639568688023306,0.5031286493201271,0.5728749656253598,0.7321407467089377,0.16034332947177277,40.2564539637733
10,12.873422505493608,0.5184472285054186,0.45720426077258336,0.05982961259760322,0.272723811390873,42.872242929441306
11,23.260803268475588,0.003413611359927682,0.03935627368646477,0.7248048702556799,0.33217057819950757,50.115027819832534
8,14.899935390142328,0.7731468021595361,0.7426288553136424,0.536300618645786,0.7391409447327957,48.35591931505786
5,26.87061149790638,0.04671682402339017,0.8942351225683052,0.9164500684777827,0.8244217214097724,40.217800411764166
12,24.27770704736899,0.40423285726962566,0.5069031460827749,0.25610985254615626,0.48225031218318437,55.652721162114275
16,29.47081887912544,0.252210139667154,0.08412617861369887,0.975500837612338,0.4909537060345629,62.931118244040185
12,19.108720111240924,0.08745605961058,0.8780758225741645,0.12498339398671066,0.5463613415018473,50.68920147650904
11,21.10513877970271,0.9168826506101632,0.8268485216184376,0.16996663145782975,0.7563689603396915,54.75696272619051
14,23.82683360763786,0.00651167266221242,0.6172701336544667,0.3665723339387109,0.018541094829430893,59.6235680965395
7,20.553019250830644,0.4444969819164861,0.6413061486791489,0.6778667390419347,0.37893921306487843,38.77211104226528
14,19.320282539685202,0.5796741030924178,0.10875814801761596,0.3745594288467238,0.4865652404337577,48.73751035686682
9,12.384501396834924,0.007357747306830031,0.47892561323066674,0.10651868608334736,0.7639989253662988,43.267986516305825
9,11.193868019526075,0.9727359532445636,0.13222503224993698,0.5634816872924742,0.7605988912749252,42.58460015099824
10,19.44837178439351,0.7154562208063989,0.2492421033561828,0.3147648746004652,0.2253038581843706,44.88598420464385
8,32.029663674978266,0.40551871064853184,0.13402742834794945,0.5769109119817732,0.8923237616813537,41.267135561214275
13,24.260139818775144,0.28077722884660283,0.9349527702735598,0.7343409444307996,0.18658726948124182,53.85559352671176
8,21.03495463196986,0.8924092308560866,0.703198832856791,0.08788712403416488,0.9510169532498232,47.86114710823385
12,20.451719574348854,0.7045789830332844,0.4336285991234048,0.24231716155565697,0.5266722372179424,57.30511241930878
14,19.205569863774837,0.3214206582726199,0.8035739371390042,0.9401027822609216,0.6441239488230288,53.413459187962815
9,19.918828025351804,0.9153426511081336,0.9713156736004236,0.7848569283614262,0.148110089190705,52.47987864498206
14,15.581990733263883,0.5015436388818932,0.505357566756936,0.5302360158229916,0.5406096366598006,55.948428860434746
15,22.148512881389017,0.8057789037240559,0.986518445827976,0.6840357847471195,0.7616260735500926,60.06688226126869
6,24.022302609078086,0.6662253163378768,0.09600341998564021,0.026419555506240422,0.6652489724462051,38.49325755007453
14,12.744995996503974,0.9256820993596436,0.49391277687148005,0.9698383262845485,0.050566237322377305,60.02520171161662
5,6.432251777371274,0.45965705375563193,0.5394852625665312,0.436688835671168,0.20546327571256795,34.131041279881835
11,24.42706203111078,0.055632142536358065,0.7621228928869563,0.2915766709286074,0.38719092791304943,53.51625860840349
6,27.980775861896536,0.2486066753745163,0.6493596085334419,0.2337512254276597,0.158475294528593,41.02631617186296
8,28.548915647957237,0.2055003458839071,0.46912056804895685,0.051865544985438494,0.9307758441548809,48.81457617581646
9,24.025089451116266,0.8220179340089322,0.5085884542151241,0.730094759274812,0.050344962513528047,46.97699599604266
10,19.479924832048365,0.48998123461977683,0.8705489094483835,0.973519004115532,0.11169862262770736,51.010305166916716
7,26.051812944541854,0.7776648939921555,0.13289204592387993,0.8292244579891528,0.41956369812320005,40.8733154974676
11,16.44821352295901,0.7680854441546671,0.13481813950840005,0.41080874500925224,0.11403680913854031,49.09023069562724
13,29.150015203776523,0.4093688613463188,0.7456117610895141,0.2598435123308701,0.5794236590966664,54.3971267871745
6,24.02655202305614,0.9470693222665872,0.3470424849256749,0.26849472015284315,0.17264220542145636,40.20036367932575
13,20.25983860660434,0.10903017615242072,0.9344508772922238,0.941387595007167,0.6156629518990607,53.08739581244407
9,13.436911711820496,0.027250255526029,0.9941670761371768,0.26740134526372983,0.8249929928312104,44.79736445959697
7,14.142818979274676,0.2944013052072961,0.14288857271334565,0.6799535403513944,0.7582763510964023,36.33486632303267
11,16.8897642303805,0.5191567933319742,0.41291960432257724,0.5495018897694395,0.723121396902441,51.36502895261677
11,20.589550638762972,0.8470912273151119,0.27748007574380396,0.43612347419077235,0.28461111387158156,49.94340986601863
10,20.19558548015335,0.8253090360424604,0.32002948271633913,0.054206351802483455,0.6166684072369872,48.94264055953607
11,18.962593721804414,0.3848815094456818,0.8264167497352323,0.5841155562237863,0.8795456093256151,51.0531598890652
4,18.220188387708156,0.9101917210029193,0.005720223549022241,0.4995454978988404,0.5024265978728919,32.477310481559
13,7.532229231290952,0.6863205129995884,0.137563274209755,0.5663008729359889,0.5780936115617178,45.776345938831426
9,22.054930379605796,0.5595950505242301,0.9850177145264363,0.9028815178109475,0.4848002093383079,50.7879947261266
10,14.038087518903524,0.5356936086547963,0.15751097878206755,0.9009064208868499,0.6777244046442512,42.289041185854856
12,22.392792431971163,0.4807343293506473,0.08701603809602187,0.4812421081776519,0.18020094466266168,52.73176269348379
4,20.692186011383363,0.26386800140397715,0.552712334210365,0.6031491218334585,0.04068760500982671,32.288408793932874
7,15.153202540981589,0.9752671656603541,0.024049928939622545,0.06782591264922422,0.49372598105843213,33.01904078954663
9,23.373829799461177,0.3343188642488574,0.2691107628387056,0.6021495653143578,0.5254632257821655,47.88651685770567
10,17.995000611762084,0.6635663510326003,0.658217375994212,0.0945372779634911,0.9839266959502772,48.9616097598947
7,17.278690807473474,0.7510971565764086,0.9685008035497551,0.330408693383228,0.11377059185731642,41.61581661714021
8,19.5166028190313,0.8411653247251146,0.4656945155931719,0.2508912472781527,0.74158923733525,43.03204570696826
7,6.166412434183378,0.11610688777262357,0.5401496630542438,0.9481760825337278,0.520648635700902,42.167238540943046
5,21.791800080437515,0.25961291539428843,0.5421950811649768,0.2676797483660852,0.8650200830852377,40.84646393361456
17,22.538662255312218,0.16933554869861367,0.5757032136284352,0.3222057133793875,0.026425863245606696,58.68633978006642
8,20.890793961764334,0.23212338751567274,0.21936217290044346,0.22194455590833573,0.4046094243223778,43.873756385747555
9,26.53988696924924,0.5867725395943031,0.3677584129851724,0.5510319006103316,0.8647803584188009,45.528435051927175
10,14.664353264723083,0.6967747816316955,0.5406346149484903,0.020258043112795665,0.07360076315856057,44.95052722563689
6,21.885234733002513,0.07586333154157232,0.10023242496598239,0.17519209714841533,0.3801573069306583,39.6499002286447
12,25.241782332544492,0.694694853111114,0.05811871576342087,0.13977267059235765,0.7491422057617194,46.99334100672382
15,16.883072912521563,0.23133104698099405,0.6911773511534758,0.6832032659166767,0.018263801073689856,57.44989994822244
7,19.626609380804098,0.04217212217712496,0.9906611905686219,0.6845808583122948,0.3681209404656598,41.785019807127696
5,12.892267325487753,0.2859242830468034,0.27917147762982475,0.07355656228354401,0.4779262355911752,29.625330332414208
7,12.25643479323207,0.9758762930800423,0.45928785692766716,0.985762195159811,0.7898754984715286,37.696602573327496
7,11.411828232039628,0.6534564998366451,0.6910801443775362,0.8538132420857566,0.41663650482283365,41.47214720422055
7,15.940313112850856,0.5024880533508566,0.6498667601611786,0.11365781164209099,0.8662479210766434,37.81540656759238
13,21.12761924348132,0.7476533126405052,0.3750277377003448,0.910947710904255,0.47467410146704314,47.347766647081855
6,24.692009252350303,0.25696713099896173,0.7264431534840424,0.742624272114646,0.6116336060971717,41.6558057815452
8,18.418439515991153,0.7171968677760039,0.9179021615974682,0.2719226903837688,0.8735172031312611,44.125895199128806
10,16.31561074998922,0.033425539492340506,0.046890530797677354,0.14173263288225735,0.08597615643649381,40.945030053092
8,13.629239095878978,0.14797686755554584,0.7620350721452276,0.4672636869173954,0.7370054915093991,41.948611690440345
11,17.839158589419817,0.8561202681562192,0.7630619871904436,0.8651227143733293,0.2449585026069917,51.56869845125563
10,20.00147524295462,0.2188815780312212,0.6840561857285357,0.4885990369615495,0.46781836636333185,44.101187902743106
11,9.918877820206744,0.8421644739177002,0.6586628843048363,0.589192453859409,0.5602209227811246,43.762332180492436
9,6.096667260480109,0.12212492954014464,0.8627367475272036,0.28736274475644874,0.45301950031544913,41.2375096539561
7,23.487801627159953,0.6728184196552374,0.8234150416477383,0.48857440066714897,0.07532987191535678,46.72774172229201
5,21.53526607704821,0.21923364484675445,0.8186913332599854,0.39090537711247586,0.5752823531428264,34.7001176177639
22,10.748203624361848,0.17109218769067158,0.6933465824171962,0.20542370964368084,0.4022130829509144,65.85602609279405
8,18.271545892850003,0.04077829640589248,0.9474945547642669,0.4402002374982241,0.16786472660794693,43.23896343790813
12,29.44826134517963,0.10508206341561732,0.15524268524572493,0.36794198118182586,0.807220093399413,56.9047392994956
14,19.799581769292896,0.8040863907544756,0.5605420101715447,0.9303404331101461,0.9598736203930505,55.930964494689704
18,18.473871550068566,0.7630812101246851,0.09122376463003101,0.5343989205506403,0.9232170862567199,61.73515440779421
10,17.254835099302138,0.33461181663201656,0.6947255319020921,0.8986337204874161,0.005203465604852853,52.03804355415705
8,16.940995897132915,0.9936208716254888,0.41621047074489415,0.009221704184603663,0.36087043798559126,43.273847474422496
8,22.46573362830945,0.40446067621754833,0.9601438951656278,0.5219462695128343,0.6352796538245032,46.166820641140845
8,12.571509905718298,0.3916366879986196,0.8837639685255485,0.4631961628877749,0.7630258461985198,40.528865006914884
5,22.709692022158176,0.5266575915176785,0.7362292823553873,0.8763863826412102,0.5957240264706465,38.73476356970836
8,15.556569801057998,0.3008713321639679,0.9336026679022993,0.6742698332424844,0.6245735262395589,38.993827096471435
7,17.739662833587126,0.19010126416121198,0.6406418097657749,0.8874359954318675,0.5184955506982591,42.774343740468574
6,22.539647568308308,0.5077488100862338,0.5360341477922644,0.6327883101700704,0.30208375633209594,35.43054233104008
18,24.835549774575814,0.3055364395298956,0.1416808663239757,0.357883067580857,0.5187729784043353,64.72646686904847
13,19.925622693701666,0.02058256308869999,0.5699190770443046,0.3725327317359103,0.8574195284041992,48.46356151110689
5,16.470107047741834,0.2918400205668008,0.678483562417082,0.4356686019486756,0.5284340055012385,37.90433058999143
10,13.185216272830882,0.9583451692497983,0.024922358485009233,0.2787796852164457,0.9629513853284125,43.161433613735156
20,18.514565697261542,0.0010951206623036613,0.042208175196382425,0.19710874442068538,0.4091745512742597,62.84795144203585
13,16.442647029973404,0.8054318291148898,0.871047364588701,0.5088853663735636,0.41610531825265984,59.30999335482881
11,16.724364138619787,0.6308223239101087,0.5959491203335299,0.7061153215229362,0.6550517290741633,52.26880616104695
6,17.982761829231038,0.0686336664699938,0.4194323419113295,0.02827242958370524,0.47488515426466427,38.915101541828975
11,33.19765086386515,0.3846081323588624,0.7627927003463595,0.33889260230251583,0.8259240883080634,55.90465376985303
11,23.05422854978208,0.7880023413790778,0.578915768209935,0.9141773327244531,0.4397573364942775,55.05801381198741
14,20.501347807058668,0.21845153773953618,0.6628483963937166,0.08257118681161879,0.7088890038292698,59.68965065642631
11,23.06146043986321,0.6029652959374221,0.8042403361971485,0.6680144872539426,0.6701308478453031,46.94991634900625
10,19.847513642801093,0.5467525946512908,0.6994843150211852,0.6955997966537727,0.5503091604191278,49.46047160750389
14,16.89965299655227,0.7073484181354056,0.32923572837895576,0.2138237570929694,0.4924654580535155,50.58767061407225
13,15.835292643817406,0.33385688468635777,0.42945702439226885,0.503852244715539,0.5423545805875638,55.93477674914259
11,23.537111608058826,0.31231391246356643,0.34615839567361983,0.40843526295365895,0.5494827501209588,50.043590964962526
7,19.92727587003809,0.839195195342172,0.9057997140824945,0.2598322966239749,0.2757099494496611,43.58818096779336
10,10.510493046692027,0.6605112397810643,0.33761367687877974,0.7455663576311107,0.06720694487353585,45.810508378595685
10,22.353303220853196,0.5513020882228435,0.05879664860496003,0.35574642986999405,0.8426311767884382,53.39255654607898
9,24.68646095305583,0.2984262725087461,0.6739598034245068,0.7127106360815828,0.4536451774069282,45.93931825498674
11,29.197512370685594,0.9663806778322949,0.9947312217625829,0.7428363124393751,0.992871780065445,53.9625247100642
7,26.17848248383457,0.4559288123192977,0.9997158629690931,0.11128873917727888,0.3200695164592182,42.82541502361276
9,14.682923097889768,0.7423112842753891,0.8337764342386319,0.265656623069114,0.4790413105271478,47.12552343231681
11,22.90012995052558,0.8205546745763029,0.5737747977173,0.6233196535148264,0.21032676811398843,50.08405430771968
13,20.8712359159765,0.8821765605750528,0.8722564441273107,0.2980049354934666,0.12439823214135515,57.91277434783785
7,16.244984717959827,0.9155240113692154,0.5836420002030637,0.04070303148503618,0.4014327529334254,41.33675609781113
14,26.014485626852597,0.38726735409240554,0.07291066692177006,0.8475970955420735,0.6008055061960125,55.24170224336112
12,19.464317459110703,0.573379351867345,0.32736247752744785,0.3736270609764557,0.9608710485827551,60.17255024536828
13,24.399000063909877,0.6368029599880899,0.9836032898954236,0.43051121771416667,0.5881341002011709,60.17800749709727
5,16.921372645784114,0.34849019760414723,0.1659519562779298,0.1751231291287263,0.5882909274973045,33.837494837204446
12,14.936062742724879,0.7500337909871573,0.037223507119185206,0.7904726189379552,0.6250819735318829,50.45328702468173
5,4.729302649320111,0.5618214877975161,0.5714977789726472,0.7840512007159541,0.08627692634572193,30.978945250187866
7,1.8583904171061363,0.16026515421365262,0.1969162392637448,0.3339523563606347,0.11652229532940761,39.974587952657735
10,19.552703584427995,0.6204974559539684,0.13872420365369542,0.08538964785389702,0.4344894839999853,46.660739751780525
15,26.01951859786427,0.8436095692650911,0.45754903286966686,0.17165165773780178,0.7613898418162338,58.13143420280295
11,23.207661441686447,0.4854283880957607,0.9834427257224854,0.31044810348825236,0.6877505556718063,51.910565920008096
5,21.70154052727833,0.552182998510268,0.24288883724496568,0.3445474638132775,0.8470285247752795,36.66628993867953
14,19.08197964244291,0.145570690727039,0.9812488511804197,0.6718405372559577,0.6892211529361413,59.267660767974675
11,24.749497584427722,0.21421401662810124,0.3922546244444053,0.5110972122294114,0.3037701948374628,53.59554988091712
8,23.00985729144331,0.368761555213005,0.21045795505658227,0.4985653815316703,0.3574873739927237,38.35275407498559
8,24.97411737515892,0.6943440540902084,0.5454626593948094,0.36561363974454575,0.4231773846505468,46.919374674568985
11,24.427286312174438,0.4088513708983448,0.6744686299909529,0.0692699710133522,0.7048266414665247,48.412351063613244
11,21.388850007661055,0.15862477788190799,0.05590702971125894,0.7208612482890798,0.5348001821222513,46.76841986488315
5,23.077188691297543,0.5069583771248996,0.29883964880624114,0.8669759146914338,0.886662175522014,40.03412925253346
12,17.20811624642456,0.3491252274743275,0.9721348999415332,0.35980389674369595,0.12922373431731304,51.79212852747948
6,29.943545801640028,0.5444861802189868,0.8073558946045944,0.7615119077070042,0.5627792176911297,39.04450082068108
9,27.200757030579005,0.8775141757002837,0.11297351498792907,0.3221905902619765,0.06774980172590317,44.078596854420695
13,13.01585636654441,0.3283960721286161,0.5448720744612249,0.03079073398083354,0.23934104592506622,52.473829497094954
9,21.656573860361007,0.3558973812559105,0.2778551462548422,0.6204192307820275,0.9945777643940684,45.10601319385131
11,11.309274856955339,0.9235086457512419,0.49733757094803055,0.21350914236298812,0.4400452296040155,43.88623994614984
7,29.845677740405662,0.4171361554610882,0.9033622602586874,0.28277134430549256,0.3834275951252236,42.96561097972588
9,19.022812233535877,0.396211878438124,0.6221763623758938,0.4648376044510901,0.19238467858818775,46.96046303208857
7,13.614813413177805,0.7099909010177281,0.13563330454604228,0.6805426047468476,0.5099048511080876,41.01984425852228
8,19.673903603842124,0.7240583911643934,0.18501369691507175,0.9277552959558444,0.6253882652880305,39.78616325909515
4,21.67048654571421,0.6894846276570662,0.7686512941192677,0.1604203874858342,0.24753227862024985,35.70228251478471
9,17.889314156816305,0.9069307891560239,0.5566529701127914,0.06283494939076428,0.8306734877037627,47.16184035818436
14,21.105702526640517,0.38459159121549447,0.08749141027758922,0.15706230432124169,0.9542580790922864,64.09388530237014
14,27.936341325074373,0.6374469693038695,0.6012965243250327,0.6687776559379581,0.16529591259166132,60.06332067634974
4,23.760290185307493,0.14231208922182415,0.9193080142649542,0.6474260072562185,0.11014533838222818,35.35200296091912
12,21.046283474767634,0.997637533149531,0.18504667388223695,0.625258497720894,0.6881505351187439,52.603386567803646
9,24.330655559903338,0.06325909164582921,0.6015426831509095,0.853630166770412,0.30124834341848283,51.16301452656786
6,29.281278672348844,0.5382983281916188,0.9524708974853959,0.369169986804571,0.37308380408845887,42.70011101880909
8,18.488159248617052,0.9097673288296017,0.7877695111954349,0.7856179655085248,0.5964209252971566,42.346982601463594
7,32.37711799129276,0.4103214733693822,0.6961413229360016,0.0648975431111316,0.7308403605404055,47.945233434652906
10,18.348758468614513,0.7837624085862849,0.9894928885498206,0.827913608088712,0.05713641023352689,40.99921038224381
8,25.763185922921643,0.32078134911132605,0.8350332133986297,0.7704410821039741,0.7865914059904845,46.96916994790443
11,20.251614343839247,0.20545677949689112,0.589266153229069,0.6941807326157159,0.5225607528315084,46.39186307183013
12,25.078171222947265,0.854359548835441,0.11665556931953203,0.7808149429795007,0.12182531993037649,43.447063897800575
10,30.815092550605893,0.054920818371640534,0.4521463650673949,0.9784639729122038,0.07535454971910138,51.668556430144356
11,23.7271279482224,0.3321962211632321,0.02521710404177424,0.03159658143515798,0.39832263045277505,50.48838862522091
15,19.56480476055957,0.2971734503838467,0.8206350142945057,0.8786013804071346,0.08671876077809337,60.045404897863904
6,10.765191121272492,0.09902006967797805,0.6286112136799731,0.8138352623019356,0.10287501775412855,35.54097021524715
11,24.006781329894373,0.15345968934645615,0.2168555248444164,0.1796073908849265,0.6713915850433854,51.84821892951162
9,19.653335791847375,0.9124282584095151,0.08726958686655695,0.7056644936234148,0.5489818503383588,45.011653068969494
11,20.295806828031534,0.5522739286280693,0.9860953713562948,0.6502356346779128,0.613877163680466,51.94411782317006
13,20.52223315580831,0.507522215802875,0.18706395806233667,0.48017777013658336,0.9664546802660797,55.605723964446355
6,20.569525773560315,0.006608364515754972,0.33672726379255324,0.184072062989743,0.12926285351668543,38.64579638380732
7,29.71531056890409,0.37603122363640495,0.5198273918122387,0.46764709603558086,0.8235956070148971,43.453905085995885
14,10.291349898059162,0.8779460911729464,0.46678549628902344,0.459934228329947,0.053367457707852894,50.26989098149818
5,20.593876435686852,0.8284646597320822,0.18572614557316247,0.5714804380488084,0.9479033596828901,38.66115167017503
8,22.283475233969185,0.14679019801349036,0.38254826120656527,0.5986625481181291,0.4678134030246567,46.7217881150781
13,15.865897782808212,0.3963175377913638,0.429657518782788,0.45980546692213287,0.7705041074978934,54.03713982049294
13,13.644226299579245,0.23351047860584717,0.4037954925744144,0.19601890026959823,0.18673170851873455,52.719969239856724
10,14.101378142345517,0.5051090237436386,0.7082383924509736,0.831188803622543,0.3583236590887827,46.47255800199967
17,21.69494958654902,0.07864411852064201,0.7802197673741303,0.7821993042379343,0.21182643104957988,66.1877739293483
15,17.380374828216997,0.7326765972522975,0.9300783480244178,0.2923837666445682,0.8919937134824052,58.29329401089571
12,20.959420928358497,0.39913856823884675,0.5197771725325722,0.8885351475850507,0.9783644445697863,50.804917474848374
13,24.167877510810957,0.9175440405367821,0.5706878049491587,0.19508424073486552,0.8646795902891181,58.865444266003486
6,16.30580238378159,0.025290798003484882,0.525736512090199,0.6252246879942807,0.7300026124733789,39.00437666452791
20,20.72535341446374,0.045464423562050826,0.8414232482097352,0.7072769382615275,0.21458195251904,70.61806035143675
6,18.54795750178634,0.14106987247358582,0.719452107942333,0.07541981924502239,0.1444219996245395,46.49176076741017
8,17.512194772373388,0.5824362789348084,0.5743837575880405,0.2656464349042048,0.9256366146099937,44.257989406225136
7,18.5546673141293,0.31365000970126833,0.33625459254329837,0.8119314908484524,0.48588659932656564,39.85860323434717
15,23.02054652686669,0.9297391368407792,0.03824546496071424,0.4796398690357935,0.15509054398333189,59.75749324392643
5,18.45350490089494,0.004967662494693492,0.8673479821167304,0.8462555919543846,0.7927588381012146,40.7439620609902
10,14.076912271746288,0.25769246174043403,0.3476966851234443,0.8366763375464769,0.7170616928138903,48.02078020164615
7,16.2618883865255,0.32034576452408126,0.35427146069470805,0.2538359456034015,0.4303951437731749,42.3319754303209
11,28.00756930578031,0.8447187790380172,0.5583756728022268,0.8483188499437441,0.9579459046651231,50.09108577291818
8,17.723997902637958,0.43133198943156925,0.1955442257493888,0.39505417070991156,0.034537283324099444,35.46582780157734
12,27.84921566646511,0.33086426629455234,0.5797563797018302,0.8421325365113483,0.6458041541482838,58.230242369123765
14,32.65812708525662,0.23297984379927483,0.8204484078145555,0.6003526725573316,0.8382045455240507,60.649397408865354
8,15.110764648779819,0.3526891639883649,0.0894970333144125,0.16807402113462644,0.028719108797428117,39.28800906475324
6,23.324303514651113,0.3625393688010663,0.23750173954948228,0.39133769358418524,0.5942620891132229,41.04370778300443
8,27.20972094853927,0.6145553631239057,0.5478227709943717,0.7353667419493336,0.8028389671586432,45.028889840361764
8,21.24794248005008,0.7834233818124072,0.8561648818269426,0.9841083415113735,0.22118645606008136,47.841418303137345
11,17.67336196280342,0.7598903736997991,0.36184410305354,0.21650370469858604,0.496564837554365,43.30719955496031
7,24.018755312130804,0.9243639757234532,0.7553486920842484,0.8017057171003426,0.18914212853404266,40.31358022882741
12,12.79070565472757,0.37502889977461695,0.7199401315707202,0.27131709205959564,0.07209238979781019,45.36047875684111
10,19.364120928655264,0.6180093345873772,0.7031855321696189,0.5956967383929213,0.7066947535411677,49.03139810438198
14,16.623608290478312,0.20620915011959373,0.6211439285754476,0.9535054925697445,0.03173180021802591,47.987103491996734
5,28.019687792103007,0.04758089932525411,0.7472176905028142,0.21150321701623453,0.9453080906661221,38.72715567289565
11,20.03374586253178,0.7644563859566348,0.9661700643083604,0.32211179019939806,0.677720105376028,45.09243343017804
8,11.054079230397708,0.8517762051698478,0.8181523482473382,0.5195057835339798,0.7860482209359708,33.749594793317684
7,19.35051369702841,0.6970998664271928,0.23092066556348,0.8255062753667749,0.44252081262447074,44.357523294015834
11,24.808094012028448,0.3434532887257318,0.23201715050793026,0.6493291428445742,0.12184883969365812,52.43715647307771
14,26.647754133244838,0.8294866895687878,0.9913606599076774,0.47864164621365657,0.26775075674939197,58.20424449043337
5,19.647544667041004,0.9275745403962514,0.18561469540433895,0.32893017214486076,0.9924829276527345,38.12627176004895
6,22.45602566171805,0.3187325692019439,0.14198043479857758,0.5790786947614542,0.6514649524116761,39.19735123862441
8,26.717254607882207,0.871465853110896,0.9115639841064812,0.356675619305895,0.32165555921062594,47.683277395175594
6,16.01275661173364,0.47046294719257975,0.173782240521272,0.26534356012919713,0.2007766602394505,36.33213026732008
9,27.39581676608796,0.5193809765059507,0.01457054956519821,0.03088526428546734,0.7853145219504716,45.788458455772954
13,10.005810153225907,0.3651921747918857,0.5937441407705324,0.2661594176903328,0.7661455527947681,52.717664609421526
11,22.892729327639938,0.6487944613759654,0.4636112856215485,0.10022988425870816,0.13100320288690537,55.029740754365235
10,19.39328116382834,0.7864582446116111,0.7615944808695687,0.6797072478970748,0.910359743799418,47.03802772211952
